Report Number,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Police Deployed,Latitude,Longitude
12704,2021-06-13,10:26,Kolkata,592,EXTORTION,43,F,Firearm,8,22.671796,88.339106
12705,2021-06-13,19:40,Lucknow,210,DOMESTIC VIOLENCE,57,F,Blunt Object,16,26.880852,80.959538
12706,2021-06-13,03:32,Delhi,591,DOMESTIC VIOLENCE,71,F,Blunt Object,8,28.732716,77.240732
12707,2021-06-13,08:21,Lucknow,243,VANDALISM,73,F,None,18,26.842922,80.906738
12708,2021-06-13,05:46,Nagpur,264,SEXUAL ASSAULT,23,F,Poison,11,21.150006,79.030962
12709,2021-06-13,22:34,Bangalore,385,DOMESTIC VIOLENCE,68,F,Explosives,7,12.923484,77.625089
12710,2021-06-13,23:21,Delhi,106,SHOPLIFTING,55,F,Knife,8,28.809886,77.295417
12711,2021-06-13,20:27,Hyderabad,223,HOMICIDE,37,M,Blunt Object,10,17.491909,78.443879
12712,2021-06-13,23:58,Nagpur,211,VANDALISM,76,F,Poison,3,21.182811,79.088554
12713,2021-06-13,07:36,Delhi,334,KIDNAPPING,75,F,None,18,28.77263,77.260724
12714,2021-06-13,09:25,Ahmedabad,278,SHOPLIFTING,45,F,Firearm,3,23.089389,72.671908
12715,2021-06-13,09:31,Lucknow,464,FRAUD,37,M,Knife,18,26.895913,80.992183
12716,2021-06-13,15:53,Agra,390,PUBLIC INTOXICATION,39,F,Firearm,14,27.200618,78.109941
12717,2021-06-13,22:00,Mumbai,564,BURGLARY,24,M,Poison,11,19.087487,72.78881
12718,2021-06-13,23:14,Mumbai,371,SEXUAL ASSAULT,66,F,Explosives,3,18.979447,72.791413
12719,2021-06-13,15:33,Ahmedabad,570,ILLEGAL POSSESSION,14,F,Explosives,11,23.089284,72.500087
12720,2021-06-13,17:40,Surat,541,TRAFFIC VIOLATION,68,F,Knife,19,21.214742,72.721274
12721,2021-06-14,16:13,Delhi,191,FRAUD,27,F,None,6,28.712958,77.146411
12722,2021-06-14,09:06,Kolkata,511,DOMESTIC VIOLENCE,74,M,None,1,22.647085,88.384837
12723,2021-06-14,11:30,Indore,523,COUNTERFEITING,19,F,Explosives,19,22.804879,75.79698
12724,2021-06-14,11:50,Bangalore,244,SEXUAL ASSAULT,73,F,Poison,19,13.071265,77.635782
12725,2021-06-14,08:25,Agra,537,VANDALISM,71,M,Other,18,27.146325,78.022146
12726,2021-06-14,14:44,Chennai,549,SHOPLIFTING,45,M,None,9,13.099941,80.177012
12727,2021-06-14,20:07,Chennai,280,IDENTITY THEFT,21,F,None,1,13.001465,80.166375
12728,2021-06-14,00:16,Mumbai,577,SEXUAL ASSAULT,34,F,Firearm,17,19.078595,72.890921
12729,2021-06-14,06:11,Delhi,598,CYBERCRIME,74,F,Knife,14,28.818547,77.028276
12730,2021-06-14,12:51,Bangalore,245,VANDALISM,63,F,Other,17,12.989915,77.667373
12731,2021-06-14,14:19,Ludhiana,322,KIDNAPPING,10,F,Blunt Object,12,30.877764,75.89452
12732,2021-06-14,09:21,Hyderabad,164,EXTORTION,74,F,Blunt Object,18,17.416896,78.512912
12733,2021-06-14,23:27,Hyderabad,224,COUNTERFEITING,48,F,Firearm,13,17.354039,78.520513
12734,2021-06-14,09:37,Mumbai,431,BURGLARY,44,F,Firearm,17,18.901731,72.835418
12735,2021-06-14,01:59,Varanasi,174,KIDNAPPING,34,F,Explosives,16,25.284899,82.989551
12736,2021-06-14,02:24,Srinagar,284,TRAFFIC VIOLATION,14,M,Poison,4,34.0276,74.799587
12737,2021-06-14,05:39,Kanpur,465,ILLEGAL POSSESSION,34,F,Poison,1,26.448864,80.307023
12738,2021-06-14,07:28,Chennai,297,BURGLARY,39,F,Explosives,7,13.039449,80.277845
12739,2021-06-14,09:43,Delhi,228,FRAUD,73,F,Poison,6,28.78836,76.920402
12740,2021-06-14,21:14,Bhopal,217,ASSAULT,42,F,Other,4,23.273876,77.473657
12741,2021-06-14,00:47,Bangalore,274,BURGLARY,39,F,Other,10,12.925651,77.552746
12742,2021-06-14,21:57,Chennai,346,COUNTERFEITING,37,F,Explosives,19,13.13713,80.203647
12743,2021-06-14,21:38,Jaipur,453,COUNTERFEITING,48,M,Firearm,15,26.897454,75.974985
12744,2021-06-14,04:32,Ghaziabad,537,DOMESTIC VIOLENCE,33,F,Firearm,19,28.713981,77.392959
12745,2021-06-15,05:57,Delhi,591,SEXUAL ASSAULT,44,F,Knife,14,28.672471,77.014251
12746,2021-06-15,05:37,Bangalore,373,KIDNAPPING,74,F,Firearm,2,13.077902,77.594911
12747,2021-06-15,09:07,Pune,121,ILLEGAL POSSESSION,73,F,None,14,18.546873,73.800201
12748,2021-06-15,03:04,Mumbai,348,PUBLIC INTOXICATION,17,F,Poison,11,18.903678,72.909022
12749,2021-06-15,07:10,Faridabad,570,VANDALISM,58,M,Other,15,28.358566,77.34646
12750,2021-06-15,16:52,Delhi,152,DOMESTIC VIOLENCE,31,F,Poison,4,28.696427,77.02398
12751,2021-06-15,19:32,Pune,210,ASSAULT,14,F,Poison,7,18.475479,73.765056
12752,2021-06-15,10:31,Bangalore,277,ILLEGAL POSSESSION,17,M,Knife,18,12.90745,77.594913
12753,2021-06-15,01:45,Kolkata,472,TRAFFIC VIOLATION,32,F,Explosives,19,22.674277,88.435269
12754,2021-06-15,11:22,Hyderabad,100,ARSON,55,F,Firearm,2,17.479411,78.5343
12755,2021-06-15,13:54,Bhopal,302,PUBLIC INTOXICATION,46,F,None,19,23.314446,77.463748
12756,2021-06-15,03:38,Hyderabad,251,BURGLARY,59,F,None,11,17.43881,78.44827
12757,2021-06-15,11:21,Kolkata,145,EXTORTION,78,F,Poison,12,22.540924,88.454192
12758,2021-06-15,19:06,Visakhapatnam,237,FRAUD,28,M,Knife,12,17.717328,83.212682
12759,2021-06-15,08:44,Nagpur,598,SHOPLIFTING,43,F,None,15,21.180826,79.020192
12760,2021-06-15,12:43,Jaipur,314,FIREARM OFFENSE,34,M,Firearm,1,26.953856,75.772441
12761,2021-06-15,10:18,Bangalore,186,PUBLIC INTOXICATION,16,F,Firearm,9,13.084418,77.616986
12762,2021-06-15,05:07,Bangalore,355,DRUG OFFENSE,62,M,Explosives,3,13.031195,77.61312
12763,2021-06-15,20:43,Delhi,524,DRUG OFFENSE,67,F,Knife,14,28.812368,77.140033
12764,2021-06-15,11:23,Hyderabad,356,COUNTERFEITING,46,M,None,1,17.318844,78.384078
12765,2021-06-15,05:43,Mumbai,374,HOMICIDE,29,F,Poison,19,19.116872,72.879867
12766,2021-06-15,01:24,Jaipur,343,CYBERCRIME,24,F,Firearm,1,26.876017,75.956001
12767,2021-06-15,10:00,Lucknow,432,FRAUD,24,F,Blunt Object,9,26.915016,80.933706
12768,2021-06-15,09:16,Ludhiana,462,SEXUAL ASSAULT,45,F,Explosives,1,30.858874,75.853935
12769,2021-06-16,05:48,Lucknow,329,ASSAULT,40,M,Blunt Object,18,26.842534,81.034975
12770,2021-06-16,04:56,Delhi,294,VEHICLE - STOLEN,62,F,Knife,16,28.517518,77.11277
12771,2021-06-16,06:12,Delhi,191,PUBLIC INTOXICATION,61,F,Blunt Object,4,28.880967,77.121219
12772,2021-06-16,21:56,Chennai,110,ARSON,17,M,Knife,12,13.088877,80.180575
12773,2021-06-16,18:40,Kolkata,512,ILLEGAL POSSESSION,27,F,Knife,4,22.601995,88.326584
12774,2021-06-16,23:46,Hyderabad,254,VANDALISM,54,F,Explosives,15,17.532486,78.541346
12775,2021-06-16,12:32,Kanpur,553,VEHICLE - STOLEN,46,F,Firearm,1,26.460986,80.448429
12776,2021-06-16,03:10,Bangalore,242,FIREARM OFFENSE,44,F,None,1,12.946522,77.543798
12777,2021-06-16,09:33,Patna,443,DOMESTIC VIOLENCE,23,M,Knife,13,25.556775,85.210494
12778,2021-06-16,08:32,Varanasi,331,VEHICLE - STOLEN,17,M,Firearm,14,25.257454,82.956355
12779,2021-06-16,16:38,Jaipur,335,IDENTITY THEFT,37,M,None,19,26.847717,75.717088
12780,2021-06-16,12:11,Ludhiana,407,DOMESTIC VIOLENCE,61,F,Poison,4,30.904299,75.846251
12781,2021-06-16,20:18,Kolkata,260,PUBLIC INTOXICATION,67,F,Poison,16,22.581733,88.487155
12782,2021-06-16,09:34,Delhi,438,ILLEGAL POSSESSION,22,F,Poison,7,28.856135,76.829078
12783,2021-06-16,11:51,Bangalore,157,TRAFFIC VIOLATION,16,F,Other,13,12.928797,77.650675
12784,2021-06-16,02:48,Bangalore,396,ILLEGAL POSSESSION,46,M,Other,2,12.98818,77.585015
12785,2021-06-16,12:04,Surat,500,ILLEGAL POSSESSION,54,F,Poison,15,21.274525,72.775435
12786,2021-06-16,14:51,Pune,541,VEHICLE - STOLEN,26,M,Other,3,18.469063,73.870711
12787,2021-06-16,19:59,Bangalore,150,ROBBERY,65,M,Firearm,4,13.051129,77.558549
12788,2021-06-16,14:19,Delhi,251,EXTORTION,64,F,Poison,4,28.781397,77.259139
12789,2021-06-16,01:34,Ludhiana,291,ASSAULT,47,F,Knife,3,30.852972,75.819243
12790,2021-06-16,18:21,Mumbai,584,ASSAULT,32,M,Firearm,15,19.154855,72.791009
12791,2021-06-16,11:31,Mumbai,440,PUBLIC INTOXICATION,37,F,Other,16,18.998264,72.798354
12792,2021-06-16,10:19,Mumbai,432,ILLEGAL POSSESSION,34,F,Other,10,18.946105,72.849172
12793,2021-06-17,09:14,Delhi,331,SEXUAL ASSAULT,55,M,Blunt Object,4,28.5716,77.010507
12794,2021-06-17,02:46,Lucknow,251,BURGLARY,72,F,Blunt Object,3,26.816669,80.885902
12795,2021-06-17,16:38,Patna,297,PUBLIC INTOXICATION,28,F,None,3,25.597647,85.0636
12796,2021-06-17,09:56,Surat,522,CYBERCRIME,42,M,Firearm,17,21.195349,72.824174
12797,2021-06-17,00:13,Ghaziabad,581,TRAFFIC VIOLATION,25,M,Other,11,28.7654,77.423734
12798,2021-06-17,03:52,Delhi,530,ILLEGAL POSSESSION,59,F,None,6,28.641292,76.996225
12799,2021-06-17,07:47,Delhi,281,FIREARM OFFENSE,65,F,Knife,16,28.799466,76.833877
12800,2021-06-17,20:54,Pune,383,BURGLARY,70,F,Blunt Object,2,18.55681,73.797425
12801,2021-06-17,06:12,Lucknow,197,TRAFFIC VIOLATION,49,F,Blunt Object,12,26.858443,80.937885
12802,2021-06-17,11:32,Mumbai,304,HOMICIDE,24,F,Other,17,18.921211,72.753264
12803,2021-06-17,15:23,Delhi,458,VANDALISM,18,F,Explosives,13,28.681205,77.145876
12804,2021-06-17,20:22,Lucknow,448,SHOPLIFTING,25,F,Knife,6,26.805911,80.86593
12805,2021-06-17,17:07,Jaipur,598,HOMICIDE,77,M,Explosives,3,26.977794,75.865524
12806,2021-06-17,00:09,Hyderabad,137,VEHICLE - STOLEN,31,F,Firearm,14,17.333558,78.495959
12807,2021-06-17,19:03,Hyderabad,479,SHOPLIFTING,53,F,Explosives,4,17.359404,78.44874
12808,2021-06-17,01:44,Mumbai,563,HOMICIDE,41,M,Poison,13,19.032022,72.815061
12809,2021-06-17,21:41,Visakhapatnam,498,CYBERCRIME,44,F,Explosives,6,17.650178,83.226702
12810,2021-06-17,14:32,Lucknow,272,ASSAULT,77,F,Other,18,26.77729,80.932726
12811,2021-06-17,19:33,Kanpur,471,VANDALISM,17,F,Blunt Object,9,26.529295,80.288805
12812,2021-06-17,05:28,Bangalore,172,TRAFFIC VIOLATION,42,M,Explosives,2,13.041179,77.670362
12813,2021-06-17,19:36,Mumbai,476,EXTORTION,14,F,Other,6,19.069185,72.901352
12814,2021-06-17,05:31,Ahmedabad,312,SEXUAL ASSAULT,31,M,Other,4,23.098504,72.582436
12815,2021-06-17,11:46,Mumbai,382,DOMESTIC VIOLENCE,41,F,Firearm,10,19.03546,72.924509
12816,2021-06-17,01:44,Mumbai,130,IDENTITY THEFT,68,M,Explosives,3,19.069336,72.803905
12817,2021-06-18,22:27,Mumbai,198,ARSON,50,F,Blunt Object,11,19.076797,72.82952
12818,2021-06-18,05:07,Nashik,248,KIDNAPPING,64,F,Other,2,20.010746,73.810623
12819,2021-06-18,07:14,Agra,121,ASSAULT,74,F,Blunt Object,10,27.237108,78.029512
12820,2021-06-18,08:36,Pune,131,ARSON,60,M,Blunt Object,6,18.615955,73.868724
12821,2021-06-18,02:27,Mumbai,431,IDENTITY THEFT,33,F,Knife,18,18.974148,72.806296
12822,2021-06-18,17:46,Lucknow,418,VEHICLE - STOLEN,77,M,Explosives,14,26.8085,81.009203
12823,2021-06-18,22:50,Delhi,506,ILLEGAL POSSESSION,24,M,Blunt Object,18,28.874863,77.072786
12824,2021-06-18,19:50,Ahmedabad,171,CYBERCRIME,66,M,None,14,23.077795,72.577971
12825,2021-06-18,23:32,Hyderabad,538,PUBLIC INTOXICATION,16,F,Firearm,6,17.539684,78.373797
12826,2021-06-18,18:19,Bangalore,115,ILLEGAL POSSESSION,20,F,Other,17,12.97385,77.600389
12827,2021-06-18,03:56,Delhi,157,CYBERCRIME,37,F,Knife,11,28.849894,77.125905
12828,2021-06-18,16:46,Mumbai,589,EXTORTION,50,F,None,5,18.967787,72.849853
12829,2021-06-18,16:14,Ahmedabad,128,EXTORTION,75,M,Firearm,11,23.08152,72.664013
12830,2021-06-18,23:21,Bangalore,533,COUNTERFEITING,26,F,Other,18,13.08239,77.552469
12831,2021-06-18,12:19,Lucknow,246,DOMESTIC VIOLENCE,53,F,Explosives,19,26.83569,80.923759
12832,2021-06-18,10:54,Bangalore,544,PUBLIC INTOXICATION,64,F,Blunt Object,4,12.943835,77.559097
12833,2021-06-18,21:31,Ahmedabad,524,SHOPLIFTING,60,M,Poison,12,23.084871,72.551152
12834,2021-06-18,20:24,Vasai,433,VANDALISM,53,M,Blunt Object,12,19.412889,72.901915
12835,2021-06-18,12:40,Mumbai,439,ASSAULT,77,F,None,4,19.18049,72.775657
12836,2021-06-18,11:53,Jaipur,581,SEXUAL ASSAULT,23,F,Other,6,26.898149,75.993107
12837,2021-06-18,01:52,Bhopal,273,BURGLARY,38,M,Other,18,23.270801,77.351994
12838,2021-06-18,16:43,Hyderabad,284,VANDALISM,58,F,None,11,17.389736,78.422891
12839,2021-06-18,19:44,Kolkata,131,COUNTERFEITING,39,F,Other,17,22.67178,88.300223
12840,2021-06-18,12:49,Pune,597,SEXUAL ASSAULT,22,F,Other,17,18.62936,73.925649
12841,2021-06-19,16:30,Lucknow,321,ROBBERY,73,M,Poison,19,26.912212,80.956048
12842,2021-06-19,23:16,Ghaziabad,455,CYBERCRIME,46,F,Blunt Object,13,28.605819,77.444992
12843,2021-06-19,12:41,Hyderabad,266,CYBERCRIME,60,M,Blunt Object,3,17.330365,78.420108
12844,2021-06-19,16:21,Delhi,112,FRAUD,12,F,Knife,18,28.589465,77.006216
12845,2021-06-19,18:00,Jaipur,291,HOMICIDE,33,F,Firearm,15,26.879146,75.79706
12846,2021-06-19,18:46,Lucknow,311,IDENTITY THEFT,53,M,Knife,19,26.872493,80.983102
12847,2021-06-19,04:27,Kolkata,546,TRAFFIC VIOLATION,42,F,Explosives,7,22.510231,88.415155
12848,2021-06-19,00:20,Delhi,277,DOMESTIC VIOLENCE,52,F,Blunt Object,14,28.795363,76.968103
12849,2021-06-19,20:58,Delhi,482,DRUG OFFENSE,69,F,Knife,15,28.84452,77.154697
12850,2021-06-19,19:58,Ghaziabad,332,PUBLIC INTOXICATION,67,M,Poison,16,28.676437,77.429191
12851,2021-06-19,04:32,Bangalore,206,COUNTERFEITING,76,M,Firearm,16,12.936672,77.62543
12852,2021-06-19,14:15,Surat,542,CYBERCRIME,45,F,Explosives,19,21.266272,72.721605
12853,2021-06-19,21:18,Ludhiana,319,FRAUD,26,F,Firearm,3,30.891283,75.852032
12854,2021-06-19,16:30,Jaipur,588,SHOPLIFTING,47,F,Poison,13,26.881931,75.98671
12855,2021-06-19,05:14,Hyderabad,352,ARSON,14,M,Poison,14,17.325376,78.496558
12856,2021-06-19,02:34,Bangalore,203,VANDALISM,24,F,Other,7,13.062346,77.688903
12857,2021-06-19,02:06,Patna,191,HOMICIDE,25,F,Knife,7,25.57665,85.080735
12858,2021-06-19,17:42,Bangalore,458,VEHICLE - STOLEN,62,F,Explosives,17,13.074457,77.657269
12859,2021-06-19,16:18,Lucknow,525,HOMICIDE,47,F,Blunt Object,7,26.876682,80.995327
12860,2021-06-19,23:44,Lucknow,129,COUNTERFEITING,23,F,Poison,9,26.935588,80.891437
12861,2021-06-19,16:27,Thane,119,ROBBERY,56,M,Knife,8,19.111798,72.97779
12862,2021-06-19,05:58,Bangalore,105,BURGLARY,59,M,Poison,18,13.096931,77.636379
12863,2021-06-19,08:41,Lucknow,505,SHOPLIFTING,55,F,Knife,16,26.790964,80.943481
12864,2021-06-19,08:17,Thane,515,DRUG OFFENSE,14,F,Knife,13,19.252602,73.000696
12865,2021-06-20,14:14,Kolkata,140,ROBBERY,62,F,Blunt Object,18,22.50581,88.360071
12866,2021-06-20,01:07,Delhi,214,KIDNAPPING,18,M,Firearm,10,28.675542,77.032623
12867,2021-06-20,18:59,Bhopal,283,VANDALISM,39,F,Poison,10,23.238816,77.489688
12868,2021-06-20,06:45,Hyderabad,284,DOMESTIC VIOLENCE,77,F,Blunt Object,2,17.470508,78.48582
12869,2021-06-20,19:07,Bangalore,583,VEHICLE - STOLEN,60,F,Firearm,5,13.031206,77.58252
12870,2021-06-20,03:55,Hyderabad,344,IDENTITY THEFT,59,F,Blunt Object,19,17.524397,78.454974
12871,2021-06-20,12:16,Bhopal,179,ILLEGAL POSSESSION,74,F,Explosives,15,23.307952,77.492234
12872,2021-06-20,21:46,Hyderabad,472,DRUG OFFENSE,24,F,Knife,5,17.483011,78.510878
12873,2021-06-20,12:54,Mumbai,298,KIDNAPPING,24,F,Other,4,19.197894,72.879337
12874,2021-06-20,04:54,Delhi,358,FIREARM OFFENSE,20,F,Firearm,4,28.616398,76.834607
12875,2021-06-20,05:19,Agra,576,TRAFFIC VIOLATION,28,F,Poison,17,27.162298,78.025349
12876,2021-06-20,02:57,Thane,140,IDENTITY THEFT,24,F,Knife,4,19.157239,72.967624
12877,2021-06-20,08:13,Hyderabad,596,KIDNAPPING,10,F,Knife,11,17.44432,78.372463
12878,2021-06-20,03:08,Kolkata,366,DOMESTIC VIOLENCE,31,F,Other,1,22.545344,88.442854
12879,2021-06-20,12:51,Bangalore,107,SEXUAL ASSAULT,71,F,Explosives,17,12.980434,77.636798
12880,2021-06-20,23:04,Ludhiana,511,ASSAULT,45,F,Explosives,4,30.869161,75.883096
12881,2021-06-20,21:34,Bhopal,238,COUNTERFEITING,32,M,Firearm,14,23.238132,77.329093
12882,2021-06-20,01:16,Delhi,257,BURGLARY,14,F,Firearm,11,28.532841,77.198737
12883,2021-06-20,05:51,Delhi,468,DOMESTIC VIOLENCE,46,F,None,16,28.75371,76.839428
12884,2021-06-20,20:13,Ghaziabad,351,TRAFFIC VIOLATION,74,F,Other,15,28.729178,77.307711
12885,2021-06-20,14:03,Bangalore,265,BURGLARY,68,M,Firearm,16,13.051862,77.670474
12886,2021-06-20,14:49,Chennai,545,VANDALISM,69,M,Other,7,12.936379,80.224275
12887,2021-06-20,17:40,Kanpur,563,BURGLARY,37,F,Blunt Object,9,26.568967,80.281856
12888,2021-06-20,23:18,Mumbai,367,TRAFFIC VIOLATION,57,M,Firearm,13,19.017734,72.803289
12889,2021-06-21,01:54,Lucknow,345,EXTORTION,69,F,Blunt Object,10,26.942484,80.972182
12890,2021-06-21,16:57,Faridabad,350,CYBERCRIME,35,F,Poison,8,28.424357,77.299408
12891,2021-06-21,05:31,Pune,294,DOMESTIC VIOLENCE,27,F,Other,10,18.535066,73.930481
12892,2021-06-21,06:29,Jaipur,551,ILLEGAL POSSESSION,21,F,Firearm,6,26.869696,75.785671
12893,2021-06-21,11:22,Bangalore,145,DRUG OFFENSE,55,F,Firearm,19,13.042583,77.618536
12894,2021-06-21,05:57,Kolkata,245,VANDALISM,24,F,Knife,10,22.559196,88.488327
12895,2021-06-21,21:41,Thane,363,ARSON,52,M,Poison,8,19.120699,73.01335
12896,2021-06-21,00:16,Bangalore,508,HOMICIDE,16,M,Poison,1,12.915406,77.645592
12897,2021-06-21,14:45,Patna,145,SHOPLIFTING,44,F,Firearm,15,25.608323,85.182247
12898,2021-06-21,15:10,Nagpur,537,TRAFFIC VIOLATION,61,F,Firearm,3,21.146916,79.113908
12899,2021-06-21,00:28,Bangalore,432,DOMESTIC VIOLENCE,34,F,Blunt Object,9,13.02975,77.534238
12900,2021-06-21,12:13,Hyderabad,537,KIDNAPPING,44,M,Other,16,17.434859,78.429735
12901,2021-06-21,09:35,Delhi,550,FRAUD,77,M,Blunt Object,16,28.613907,76.960889
12902,2021-06-21,01:02,Nagpur,373,ASSAULT,41,F,None,16,21.13127,79.070357
12903,2021-06-21,19:15,Jaipur,311,PUBLIC INTOXICATION,64,F,Knife,14,26.805671,75.995136
12904,2021-06-21,19:48,Lucknow,584,SHOPLIFTING,33,F,Other,2,26.942244,80.855794
12905,2021-06-21,09:28,Indore,531,DRUG OFFENSE,47,M,Explosives,4,22.79129,75.843262
12906,2021-06-21,11:26,Ludhiana,172,BURGLARY,63,F,Knife,16,30.87036,75.871099
12907,2021-06-21,04:59,Mumbai,115,EXTORTION,25,F,Blunt Object,4,19.154173,72.812308
12908,2021-06-21,11:33,Chennai,129,DRUG OFFENSE,41,F,Other,14,12.948859,80.201963
12909,2021-06-21,07:53,Nagpur,523,FIREARM OFFENSE,59,F,Firearm,6,21.218467,79.001935
12910,2021-06-21,11:17,Patna,599,VANDALISM,62,F,Other,18,25.590126,85.120877
12911,2021-06-21,18:39,Mumbai,401,EXTORTION,48,F,Other,15,18.976412,72.87244
12912,2021-06-21,08:11,Delhi,495,HOMICIDE,75,M,Poison,7,28.737635,77.13037
12913,2021-06-22,06:08,Chennai,496,ARSON,13,M,Firearm,9,13.104528,80.277478
12914,2021-06-22,05:22,Mumbai,372,ROBBERY,25,M,Poison,3,18.979569,72.887343
12915,2021-06-22,03:30,Mumbai,355,DOMESTIC VIOLENCE,52,M,Knife,5,19.197241,72.817307
12916,2021-06-22,02:28,Bhopal,338,KIDNAPPING,36,F,Other,19,23.321903,77.312305
12917,2021-06-22,19:30,Delhi,417,KIDNAPPING,57,M,Firearm,5,28.806908,77.081488
12918,2021-06-22,13:48,Mumbai,311,SHOPLIFTING,18,F,Knife,13,19.153445,72.778642
12919,2021-06-22,14:00,Rajkot,153,ARSON,47,M,Firearm,3,22.296897,70.845142
12920,2021-06-22,19:23,Surat,377,EXTORTION,25,F,Explosives,15,21.204616,72.856245
12921,2021-06-22,16:47,Visakhapatnam,140,DOMESTIC VIOLENCE,60,M,Explosives,16,17.782524,83.325397
12922,2021-06-22,01:28,Vasai,115,BURGLARY,46,F,Blunt Object,15,19.327344,72.801569
12923,2021-06-22,03:21,Hyderabad,161,ROBBERY,65,F,Other,15,17.477809,78.452174
12924,2021-06-22,07:16,Pune,258,SHOPLIFTING,19,F,Other,13,18.582882,73.889975
12925,2021-06-22,08:57,Srinagar,586,ROBBERY,33,F,Blunt Object,10,34.118743,74.90241
12926,2021-06-22,17:10,Mumbai,569,BURGLARY,11,M,None,16,18.943105,72.841414
12927,2021-06-22,23:07,Mumbai,243,CYBERCRIME,26,F,None,4,18.918002,72.913739
12928,2021-06-22,01:17,Delhi,367,TRAFFIC VIOLATION,35,F,Blunt Object,10,28.508353,76.913373
12929,2021-06-22,03:06,Delhi,276,DOMESTIC VIOLENCE,21,M,Knife,5,28.583152,76.915377
12930,2021-06-22,07:30,Chennai,236,ILLEGAL POSSESSION,49,F,Firearm,18,13.099686,80.239256
12931,2021-06-22,05:57,Kolkata,107,DRUG OFFENSE,56,F,Explosives,18,22.516575,88.37843
12932,2021-06-22,00:30,Mumbai,302,EXTORTION,34,M,Explosives,19,19.19949,72.752113
12933,2021-06-22,07:10,Chennai,225,ASSAULT,46,M,Other,17,12.919404,80.164996
12934,2021-06-22,20:22,Bhopal,258,BURGLARY,38,M,Knife,4,23.257942,77.347994
12935,2021-06-22,15:33,Mumbai,339,VANDALISM,28,F,Poison,2,19.194026,72.881789
12936,2021-06-22,00:19,Delhi,186,TRAFFIC VIOLATION,40,F,Explosives,3,28.600087,76.891617
12937,2021-06-23,14:58,Delhi,419,HOMICIDE,25,M,Blunt Object,2,28.69254,76.837667
12938,2021-06-23,12:27,Kanpur,212,SHOPLIFTING,30,F,Firearm,14,26.589183,80.461073
12939,2021-06-23,04:35,Nagpur,557,DRUG OFFENSE,33,F,Other,9,21.141052,79.141534
12940,2021-06-23,16:14,Chennai,378,IDENTITY THEFT,42,M,None,19,12.9442,80.291594
12941,2021-06-23,13:15,Jaipur,591,ASSAULT,40,F,Knife,7,26.906263,75.90511
12942,2021-06-23,05:59,Kanpur,501,ASSAULT,16,M,Explosives,19,26.52858,80.356433
12943,2021-06-23,03:16,Bangalore,261,VANDALISM,23,M,Other,10,12.923725,77.625846
12944,2021-06-23,16:58,Jaipur,341,HOMICIDE,66,M,None,8,26.859596,75.98517
12945,2021-06-23,06:24,Hyderabad,162,VANDALISM,48,M,None,9,17.436342,78.48038
12946,2021-06-23,00:25,Mumbai,305,SEXUAL ASSAULT,23,F,Firearm,4,19.054757,72.78049
12947,2021-06-23,21:08,Srinagar,567,TRAFFIC VIOLATION,63,F,None,5,34.101133,74.881463
12948,2021-06-23,16:15,Ahmedabad,303,COUNTERFEITING,11,M,Knife,7,23.097512,72.657426
12949,2021-06-23,06:58,Kolkata,354,CYBERCRIME,27,F,Other,10,22.552834,88.368403
12950,2021-06-23,14:50,Bangalore,151,IDENTITY THEFT,33,F,Other,13,13.026705,77.573009
12951,2021-06-23,12:18,Kalyan,567,DRUG OFFENSE,34,F,Explosives,6,19.291928,73.172638
12952,2021-06-23,18:57,Chennai,433,TRAFFIC VIOLATION,22,F,Explosives,9,13.119538,80.210885
12953,2021-06-23,21:04,Hyderabad,336,ROBBERY,62,F,Blunt Object,9,17.498509,78.593725
12954,2021-06-23,15:11,Mumbai,464,TRAFFIC VIOLATION,75,F,Other,18,19.012816,72.85446
12955,2021-06-23,18:14,Visakhapatnam,440,ARSON,66,F,Blunt Object,14,17.693816,83.332824
12956,2021-06-23,09:44,Ghaziabad,276,TRAFFIC VIOLATION,23,F,Firearm,7,28.763164,77.42025
12957,2021-06-23,09:02,Chennai,114,FRAUD,13,M,Other,2,13.092992,80.247074
12958,2021-06-23,04:58,Bangalore,312,PUBLIC INTOXICATION,14,M,None,14,13.064078,77.512804
12959,2021-06-23,02:12,Bangalore,240,KIDNAPPING,16,F,Poison,19,12.904709,77.55203
12960,2021-06-23,07:25,Lucknow,586,HOMICIDE,59,F,Poison,12,26.937235,81.006687
12961,2021-06-24,03:42,Mumbai,490,ASSAULT,60,M,Explosives,9,18.995388,72.881944
12962,2021-06-24,22:21,Hyderabad,160,VANDALISM,60,F,Blunt Object,1,17.48601,78.576308
12963,2021-06-24,15:12,Ahmedabad,323,FRAUD,38,M,Blunt Object,15,23.044646,72.523533
12964,2021-06-24,05:01,Mumbai,171,VEHICLE - STOLEN,34,F,Other,7,18.951063,72.834688
12965,2021-06-24,22:36,Kanpur,448,KIDNAPPING,40,F,Other,18,26.485164,80.241498
12966,2021-06-24,19:24,Patna,584,EXTORTION,54,M,None,12,25.578061,85.22731
12967,2021-06-24,04:03,Ahmedabad,355,DOMESTIC VIOLENCE,74,M,None,13,23.054143,72.69641
12968,2021-06-24,23:29,Bangalore,546,IDENTITY THEFT,31,M,Other,4,12.915541,77.580655
12969,2021-06-24,09:52,Delhi,587,IDENTITY THEFT,29,F,Firearm,10,28.623754,77.00961
